code	athletes	athletes_codes
FBLWTEAM11--JPN01	"['YAMASHITA Ayaka', 'SHIMIZU Risa', 'MINAMI Moeka', 'KUMAGAI Saki', 'TAKAHASHI Hana', 'KOGA Toko', 'MIYAZAWA Hinata', 'SEIKE Kiko', 'UEKI Riko', 'NAGANO Fuka', 'TANAKA Mina', 'TANIKAWA Momoko', 'KITAGAWA Hikaru', 'HASEGAWA Yui', 'FUJINO Aoba', 'HAYASHI Honoka', 'HAMANO Maika', 'HIRAO Chika', 'CHIBA Remina', 'MORIYA Miyabi', 'ISHIKAWA Rion', 'OHBA Shu']"	"['1888196', '1888219', '1888212', '1888214', '1888188', '1888158', '1888181', '1888173', '1888175', '1888182', '1888209', '1888159', '1888156', '1888203', '1888174', '1888195', '1888179', '1888184', '1888172', '1888170', '1888160', '1888169']"
FBLWTEAM11--NGR01	"['OLUEHI Tochukwu', 'ALOZIE Michelle', 'OHALE Osinachi', 'PAYNE Nicole', 'OKEKE Chidinma', 'OKORONKWO Esther', 'PAYNE Toni', 'OSHOALA Asisat', 'MACLEANS Chinonyerem', 'UCHEIBE Christy', 'ECHEGINI Jennifer', 'KANU Uchenna', 'ABIODUN Deborah', 'DEMEHIN Blessing', 'AJIBADE Rasheedat', 'NNADOZIE Chiamaka', 'IHEZUO Chinwendu', 'ONUMONU Ifeoma']"	"['1975991', '1971874', '1975390', '1977286', '1975955', '1975967', '1977277', '1976022', '3538833', '1977963', '3538789', '1974825', '1971188', '1974672', '1971542', '1975075', '1973931', '1976006']"
FBLWTEAM11--NZL01	"['LEAT Anna', 'TAYLOR Kate', 'BARRY Mackenzie', 'BOTT C.J.', 'MOORE Meikayla', 'STEINMETZ Malia', 'FOSTER Michaela', 'FRASER Macey', 'RENNIE Gabi', 'RILEY Indiah-Paige', 'KITCHING Katie', 'ESSON Victoria', 'STOTT Rebekah', 'BOWEN Katie', 'GREEN Ally', 'HAND Jacqui', 'CLEGG Milly', 'JALE Grace', 'LONGO Annalie']"	"['1944920', '1944935', '1944894', '1944914', '1944963', '1944865', '1944918', '1944932', '1944878', '1944936', '1944947', '1944907', '1944901', '1944944', '1944964', '1944930', '1944855', '1944899', '1944895']"
FBLWTEAM11--USA01	"['NAEHER Alyssa', 'FOX Emily', 'ALBERT Korbin', 'GIRMA Naomi', 'RODMAN Trinity', 'KRUEGER Casey', 'DUNN Crystal', 'WILLIAMS Lynn', 'SWANSON Mallory', 'HORAN Lindsey', 'SMITH Sophia', 'DAVIDSON Tierna', 'NIGHSWONGER Jenna', 'SONNETT Emily', 'SHAW Jaedyn', 'LAVELLE Rose', 'COFFEY Samantha', 'MURPHY Casey', 'BETHUNE Croix', 'SAMS Emily']"	"['1943575', '1943553', '1943542', '1943555', '1943580', '1943566', '1943588', '1943596', '1943591', '1943558', '1943586', '1943550', '1943576', '1943587', '1943585', '1943567', '1943547', '1943574', '4665325', '1943569']"
FBLWTEAM11--ZAM01	"['MUSONDA Catherine', 'BANDA Diana', 'MWEEMBA Lushomo', 'SIAMFUKO Esther', 'ZULU Pauline', 'CHILESHE Rhoda', 'ZULU Misozi', 'LUBANDJI Ochumba', 'MUPOPO Kabange', 'CHANDA Grace', 'BANDA Barbra', 'CHITUNDU Avell', 'TEMBO Martha', 'CHILUFYA Prisca', 'CHANDA Hellen', 'MUCHINGA Esther', 'KUNDANANJI Racheal', 'MUSOLE Ngambo', 'NACHULA Racheal', 'WILOMBE Mary']"	"['1977147', '1973934', '1926043', '1975988', '1926052', '1974724', '1926018', '1976014', '1926040', '1926015', '1925999', '1925995', '1926046', '1976010', '1926035', '1973939', '1926054', '1926050', '1928566', '1977623']"
FENMTEAMEPEECZE01	"['BERAN Jiri', 'JURKA Jakub', 'RUBES Martin', 'CUPR Michal']"	"['1914523', '1914535', '1914540', '1914531']"
FENMTEAMEPEEEGY01	"['ELSAYED Mohamed', 'YASSEEN Mohamed', 'MOHSEN Mahmoud', 'ELSAYED Mahmoud']"	"['1936462', '1936468', '1936478', '1936475']"
FENMTEAMEPEEFRA01	"['CANNONE Romain', 'BOREL Yannick', 'MIDELTON Luidgi', 'ALLEGRE Paul']"	"['1916193', '1916194', '1916197', '1916202']"
FENMTEAMEPEEHUN01	"['SIKLOSI Gergely', 'KOCH Mate Tamas', 'ANDRASFI Tibor', 'NAGY David']"	"['1946450', '1946370', '1946278', '1946379']"
FENMTEAMEPEEITA01	"['di VEROLI Davide', 'SANTARELLI Andrea', 'VISMARA Federico', 'CIMINI Gabriele']"	"['1924299', '1924576', '1924300', '1924583']"
FENMTEAMEPEEJPN01	"['KANO Koki', 'MINOBE Kazuyasu', 'YAMADA Masaru', 'KOMATA Akira']"	"['1896548', '1896554', '1896549', '1896538']"
FENMTEAMEPEEKAZ01	"['KURBANOV Ruslan', 'ALIMZHANOV Elmir', 'SHARLAIMOV Vadim', 'SERTAY Yerlik']"	"['1929616', '1929617', '1929618', '1929619']"
FENMTEAMEPEEVEN01	"['LIMARDO GASCON Ruben', 'LUGO Grabiel', 'LIMARDO Francisco', 'LIMARDO Jesus']"	"['1924881', '1924894', '1924909', '1924918']"
FENMTEAMFOILCAN01	"['van HAASTER Maximilien', 'HAMILTON Bogdan', 'GU Daniel', 'BROSZUS Blake']"	"['1973215', '1973212', '1973210', '1973203']"
FENMTEAMFOILCHN01	"['CHEN Haiwei', 'MO Ziwei', 'WU Bin', 'XU Jie']"	"['1902467', '1902464', '1902465', '1902466']"
FENMTEAMFOILEGY01	"['HAMZA Mohamed', 'TOLBA Abdelrahman Hussein', 'ABOUELKASSEM Alaaeldin', 'ESSAM Mohamed']"	"['1936961', '1936920', '1936940', '1936954']"
FENMTEAMFOILFRA01	"['LEFORT Enzo', 'PAUTY Maxime', 'MERTINE Julien', 'CHASTANET Maximilien']"	"['1916213', '1916215', '1916216', '1916217']"
FENMTEAMFOILITA01	"['BIANCHI Guillaume', 'MACCHI Filippo', 'MARINI Tommaso', 'FOCONI Alessio']"	"['1924291', '1924289', '1924287', '1924290']"
FENMTEAMFOILJPN01	"['MATSUYAMA Kyosuke', 'IIMURA Kazuki', 'SHIKINE Takahiro', 'NAGANO Yudai']"	"['1896550', '1896532', '1896553', '1896551']"
FENMTEAMFOILPOL01	"['WOJTKOWIAK Adrian', 'JURKIEWICZ Jan', 'SIESS Michal', 'RZADKOWSKI Andrzej']"	"['1894081', '1894114', '1894080', '1894079']"
FENMTEAMFOILUSA01	"['MASSIALAS Alexander', 'MEINHARDT Gerek', 'ITKIN Nick', 'CHAMLEY-WATSON Miles']"	"['1950628', '1950629', '1950602', '1950572']"
FENMTEAMSABRCAN01	"['ARFA Fares', 'DESROSIERS Olivier', 'GORDON Shaul', 'CAUCHON Francois']"	"['1973201', '1973207', '1973209', '1973205']"
FENMTEAMSABREGY01	"['ELSISSY Ziad', 'MOATAZ Adham', 'AMER Mohamed', 'KHODIR Yassin']"	"['1936703', '1936646', '1936957', '1969721']"
FENMTEAMSABRFRA01	"['APITHY Bolade', 'PIANFETTI Maxime', 'PATRICE Sebastien', 'PATRICE Jean-Philippe']"	"['1916230', '1916231', '1916232', '1916234']"
FENMTEAMSABRHUN01	"['GEMESI Csanad', 'SZILAGYI Aron', 'SZATMARI Andras', 'RABB Krisztian']"	"['1946361', '1946565', '1946558', '1946444']"
FENMTEAMSABRIRI01	"['FOTOUHI Mohammad', 'PAKDAMAN Ali', 'RAHBARI Mohammad', 'BAHER ARASBARAN Farzad']"	"['1541427', '1541426', '1541439', '1541419']"
FENMTEAMSABRITA01	"['CURATOLI Luca', 'GALLO Michele', 'SAMELE Luigi', 'TORRE Pietro']"	"['1924596', '1924597', '1924595', '1924598']"
FENMTEAMSABRKOR01	"['GU Bongil', 'OH Sanguk', 'PARK Sangwon', 'DO Gyeongdong']"	"['1927116', '1927149', '1927151', '1927115']"
FENMTEAMSABRUSA01	"['DERSHWITZ Eli', 'HEATHCOCK Colin', 'SARON Mitchell', 'DOLEGIEWICZ Filip']"	"['1950581', '1950597', '1950642', '1950583']"
FENWTEAMEPEECHN01	"['SUN Yiwen', 'TANG Junyao', 'XU Nuo', 'YU Sihan']"	"['1902595', '1902596', '1902597', '1902598']"
FENWTEAMEPEEEGY01	"['EHAB Nardin', 'HUSSEIN Aya', 'GABER Shirwit', 'SOLIMAN Loulwa']"	"['1936701', '1936500', '1937986', '1936640']"
FENWTEAMEPEEFRA01	"['VITALIS Coraline', 'MALLO-BRETON Auriane', 'CANDASSAMY Marie-Florence', 'LOUIS-MARIE Alexandra']"	"['1916182', '1916183', '1916184', '1916185']"
FENWTEAMEPEEITA01	"['FIAMINGO Rossella', 'RIZZI Giulia', 'SANTUCCIO Alberta', 'NAVARRIA Mara']"	"['1924585', '1924588', '1924587', '1924586']"
FENWTEAMEPEEKOR01	"['KANG Young Mi', 'LEE Hyein', 'SONG Sera', 'CHOI Injeong']"	"['1927128', '1927140', '1927156', '1927111']"
FENWTEAMEPEEPOL01	"['KNAPIK-MIAZGA Renata', 'SWATOWSKA-WENGLARCZYK Martyna', 'KLASIK Alicja', 'JARECKA Aleksandra']"	"['1894213', '1894214', '1894223', '1894217']"
FENWTEAMEPEEUKR01	"['BEZHURA Dzhoan Feybi', 'KRYVYTSKA Olena', 'KHARKOVA Vlada', 'VARFOLOMYEYEVA Darja']"	"['1897642', '1897639', '1897640', '1897643']"
FENWTEAMEPEEUSA01	"['CEBULA Anne', 'HOLMES Katharine', 'HUSISIAN Hadley', 'GUZZI VINCENTI Margherita']"	"['1950570', '1950598', '1950600', '1950593']"
FENWTEAMFOILCAN01	"['HARVEY Eleanor', 'GUO Jessica Zi Jia', 'ZHANG Yunjia', 'FANG Sabrina']"	"['1973213', '1973211', '1973219', '1973208']"
FENWTEAMFOILCHN01	"['CHEN Qingyuan', 'HUANG Qianqian', 'JIAO Enqi', 'WANG Yuting']"	"['1902563', '1902564', '4646625', '1902570']"
FENWTEAMFOILEGY01	"['ELSHARKAWY Yara', 'AMR HOSSNY Sara', 'HAMZA Malak', 'HANY Noha']"	"['1936865', '1936638', '1936715', '1936733']"
FENWTEAMFOILFRA01	"['BLAZE Anita', 'THIBUS Ysaora', 'RANVIER Pauline', 'LACHERAY Eva']"	"['1916208', '1916206', '1916207', '1916211']"
FENWTEAMFOILITA01	"['ERRIGO Arianna', 'FAVARETTO Martina', 'VOLPI Alice', 'PALUMBO Francesca']"	"['1924276', '1924277', '1924275', '1924279']"
FENWTEAMFOILJPN01	"['AZUMA Sera', 'UENO Yuka', 'MIYAWAKI Karin', 'KIKUCHI Komaki']"	"['1896544', '1896545', '1896517', '1896535']"
FENWTEAMFOILPOL01	"['WALCZYK-KLIMASZYK Julia', 'LYCZBINSKA Hanna', 'JELINSKA Martyna', 'SYNORADZKA Martyna']"	"['1894193', '1894194', '1894196', '1932569']"
FENWTEAMFOILUSA01	"['SCRUGGS Lauren', 'KIEFER Lee', 'DUBROVICH Jacqueline', 'WEINTRAUB Maia Mei']"	"['1950643', '1950611', '1950584', '1950659']"
FENWTEAMSABRALG01	"['BOUDIAF Saoussen', 'KEHLI Zohra Nora', 'BENADOUDA Chaima', 'MOHAMED BELKEBIR Kaouther']"	"['1969239', '1969305', '1969337', '1969324']"
FENWTEAMSABRFRA01	"['BALZER Sara', 'APITHY-BRUNET Manon', 'BERDER Cecilia', 'NOUTCHA Sarah']"	"['1916222', '1916223', '1916224', '1916225']"
FENWTEAMSABRHUN01	"['SZUCS Luca Virag', 'PUSZTAI Liza', 'MARTON Anna', 'BATTAI Sugar Katinka']"	"['1946571', '1946422', '1946373', '1946279']"
FENWTEAMSABRITA01	"['BATTISTON Michela', 'CRISCIO Martina', 'MORMILE Chiara', 'VECCHI Irene']"	"['1924606', '1924605', '1924607', '1924608']"
FENWTEAMSABRJPN01	"['EMURA Misaki', 'TAKASHIMA Risa', 'FUKUSHIMA Shihomi', 'OZAKI Seri']"	"['1896542', '1896519', '1896541', '1896522']"
FENWTEAMSABRKOR01	"['YOON Jisu', 'JEON Hayoung', 'CHOI Sebin', 'JEON Eunhye']"	"['1927158', '1927123', '1927113', '1927122']"
FENWTEAMSABRUKR01	"['KHARLAN Olga', 'KOMASHCHUK Alina', 'KRAVATSKA Olena', 'BAKASTOVA Yuliia']"	"['1897644', '1897638', '1897637', '1897633']"
FENWTEAMSABRUSA01	"['NAZLYMOV Tatiana', 'TARTAKOVSKY Elizabeth', 'SKARBONKIEWICZ Magda', 'CHAMBERLAIN Maia']"	"['1950562', '1950654', '1950648', '1950571']"
GARMTEAM----CAN01	"['CLAY Zachary', 'COURNOYER Rene', 'DOLCI Felix', 'EMARD William', 'ZAKUTNEY Samuel']"	"['1973084', '1973086', '1973090', '1973092', '1973132']"
GARMTEAM----CHN01	"['LIU Yang', 'SU Weide', 'XIAO Ruoteng', 'ZHANG Boheng', 'ZOU Jingyuan']"	"['1918856', '1918858', '1918860', '1918864', '1918865']"
GARMTEAM----ESP01	"['ABAD Nestor', 'DIALLO Thierno', 'MIR Nicolau', 'PLATA Joel', 'ZAPATA Rayderley']"	"['1935774', '1935780', '1935784', '1935787', '1935792']"
GARMTEAM----GBR01	"['FRASER Joe', 'HEPWORTH Harry', 'JARMAN Jake', 'WHITEHOUSE Luke', 'WHITLOCK Max']"	"['1904734', '1904740', '1904741', '1904754', '1904755']"
GARMTEAM----GER01	"['BRENDEL Pascal', 'DAUSER Lukas', 'DUNKEL Nils', 'EDER Timo', 'TOBA Andreas']"	"['1896195', '1896188', '1896190', '1896201', '1896189']"
GARMTEAM----ITA01	"['ABBADINI Yumin', 'BARTOLINI Nicola', 'CASALI Lorenzo Minh', 'MACCHIATI Mario', 'MACCHINI Carlo']"	"['1551050', '1551051', '1551052', '1551057', '1551058']"
GARMTEAM----JPN01	"['HASHIMOTO Daiki', 'KAYA Kazuma', 'OKA Shinnosuke', 'SUGINO Takaaki', 'TANIGAWA Wataru']"	"['1919492', '1919491', '1919480', '1919479', '1919490']"
GARMTEAM----NED01	"['de MUNCK Loran', 'de VEER Martijn', 'GRUENBERG Jermain', 'RIJKEN Frank', 'SCHMIDT Casimir']"	"['1970215', '1970213', '1970214', '1970203', '1970210']"
GARMTEAM----SUI01	"['GIUBELLINI Matteo', 'GIUBELLINI Luca', 'LANGENEGGER Florian', 'SEIFERT Noe', 'SERHANI Taha']"	"['1976541', '1976540', '1977699', '1977859', '1977863']"
GARMTEAM----TUR01	"['ARICAN Ferhat', 'ASIL Adem', 'COLAK Ibrahim', 'DODANLI Emre', 'ONDER Ahmet']"	"['1568162', '1568169', '1568163', '1568178', '1568167']"
GARMTEAM----UKR01	"['CHEPURNYI Nazar', 'KOVTUN Illia', 'RADIVILOV Igor', 'STELMAKH Radomyr', 'VERNIAIEV Oleg']"	"['1897557', '1897555', '1897558', '1897559', '1897556']"
GARMTEAM----USA01	"['HONG Asher', 'JUDA Paul', 'MALONE Brody', 'NEDOROSCIK Stephen', 'RICHARD Frederick']"	"['1959781', '1959855', '1959823', '1959865', '1959811']"
GARWTEAM----AUS01	"['McDONALD Kate', 'NEDOV Emma', 'PASS Ruby', 'SCOTT Breanna', 'WHITEHEAD Emily']"	"['1941583', '1968317', '1941588', '1941573', '1941576']"
GARWTEAM----BRA01	"['ANDRADE Rebeca', 'BARBOSA Jade', 'OLIVEIRA Lorrane', 'SARAIVA Flavia', 'SOARES Julia']"	"['1953634', '1953624', '1953630', '1953620', '1953626']"
GARWTEAM----CAN01	"['BLACK Elsabeth', 'LEE Cassandra', 'OLSEN Shallon', 'STEWART Ava', 'TRAN Aurelie']"	"['1973077', '1973101', '1973106', '1973123', '1973127']"
GARWTEAM----CHN01	"['LUO Huan', 'OU Yushan', 'QIU Qiyuan', 'ZHANG Yihan', 'ZHOU Yaqin']"	"['1918870', '1918871', '1918872', '1918878', '1918881']"
GARWTEAM----FRA01	"['BOYER Marine', 'de JESUS dos SANTOS Melanie', 'DEVILLARD Coline', 'OSYSSEK-REIMER Morgane', 'van EIJKEN Ming']"	"['1903489', '1903490', '1903491', '1903501', '1970870']"
GARWTEAM----GBR01	"['DOWNIE Rebecca', 'EVANS Ruby', 'FENTON Georgia-Mae', 'KINSELLA Alice', 'MARTIN Abigail']"	"['1904730', '1904731', '1904732', '1956517', '1904742']"
GARWTEAM----ITA01	"['ANDREOLI Angela', ""D'AMATO Alice"", 'ESPOSITO Manila', 'IORIO Elisa', 'VILLA Giorgia']"	"['1560761', '1551061', '1560762', '1560760', '1560759']"
GARWTEAM----JPN01	"['KISHI Rina', 'NAKAMURA Haruka', 'OKAMURA Mana', 'USHIOKU Kohane']"	"['1919408', '1919365', '1919473', '1919416']"
GARWTEAM----KOR01	"['EOM Dohyun', 'LEE Yunseo', 'LEE Dayeong', 'SHIN Solyi', 'YEO Seojeong']"	"['1940549', '1940556', '1940554', '1940562', '1940564']"
GARWTEAM----NED01	"['VOLLEMAN Tisha', 'VEERMAN Sanna', 'VISSER Naomi', 'WEVERS Lieke', 'WEVERS Sanne']"	"['1970194', '1970191', '1970190', '1970196', '1970200']"
GARWTEAM----ROU01	"['BARBOSU Ana', 'COSMAN Lilia', 'GHIGOARTA Amalia', 'MANECA-VOINEA Sabrina', 'PREDA Andreea']"	"['1550170', '1550174', '1550176', '1550186', '1550192']"
GARWTEAM----USA01	"['BILES Simone', 'CAREY Jade', 'CHILES Jordan', 'LEE Sunisa', 'RIVERA Hezly']"	"['1959861', '1959819', '1959825', '1959866', '1959814']"
GRYW5AA-----AUS01	"['BROEDELET Saskia', 'FRROKU Emmanouela', 'IAKOVLEVA Lidiia', 'LEARMONT Phoebe', 'WEINTRAUB Jessica']"	"['1941739', '1941731', '1941735', '1941738', '1941733']"
GRYW5AA-----AZE01	"['AGHALARZADE Gullu', 'ALIMURADOVA Laman', 'HUMMATOVA Zeynab', 'LUZAN Yelyzaveta', 'SOROKINA Darya']"	"['1972357', '1972356', '1972360', '1972355', '1972358']"
GRYW5AA-----BRA01	"['ARAKAKI Maria Eduarda', 'BORGES Victoria', 'MEDRADO Deborah', 'PEREIRA Sofia', 'PIRCIO Nicole']"	"['1953678', '1953684', '1953670', '1953683', '1953682']"
GRYW5AA-----BUL01	"['IVANOVA Sofia', 'MINEVSKA Magdalina', 'PETROVA Kamelia', 'STOYANOV Rachel', 'VASILEVA Margarita']"	"['1548976', '1549016', '1548985', '1548999', '1549023']"
GRYW5AA-----CHN01	"['DING Xinyi', 'GUO Qiqi', 'HAO Ting', 'HUANG Zhangjiayang', 'WANG Lanjing']"	"['1927515', '1927516', '1927517', '1927518', '1927519']"
GRYW5AA-----EGY01	"['BEHAIRY Lamar', 'ELDEEB Johara', 'HUSSEIN Farida', 'RAMADAN Abeer', 'SOBEIH Amina']"	"['1562782', '1562596', '1562222', '1978541', '1978514']"
GRYW5AA-----ESP01	"['ARNAU CAMARENA Ana', 'BERGUA NAVALES Ines', 'MARTINEZ Mireia', 'PEREZ FOS Patricia', 'SOLAUN Salma']"	"['1935793', '1935796', '1935805', '1935808', '1935810']"
GRYW5AA-----FRA01	"['DOT Ainhoa', 'INAHO Manelle', 'JOSEPH-NOEL Celia', 'LAVIT Justine', 'VILARINO Lozea']"	"['1903476', '1903507', '1903508', '1903511', '1903517']"
GRYW5AA-----GER01	"['KOSAN Anja', 'KROMM Daniella', 'OGANESYAN Alina', 'VESTER Hannah', 'WICKERT Emilia']"	"['1896204', '1896206', '1896225', '1896208', '1896221']"
GRYW5AA-----ISR01	"['BAKANOV Shani', 'FRIEDMANN Adar', 'PARITZKI Romi', 'SHAHAM Ofir', 'SVERTSOV Diana']"	"['1908226', '1908240', '1908233', '1908235', '1908230']"
GRYW5AA-----ITA01	"['CENTOFANTI Martina', 'DURANTI Agnese', 'MAURELLI Alessia', 'MOGUREAN Daniela', 'PARIS Laura']"	"['1923700', '1923701', '1923699', '1923703', '1923704']"
GRYW5AA-----MEX01	"['ALCOCER Dalia', 'FLORES Sofia', 'GUTIERREZ Julia', 'SALAZAR Kimberly', 'TEJEDA Adirem']"	"['1535361', '1535358', '1535362', '1535359', '1535360']"
GRYW5AA-----UKR01	"['BAIEVA Diana', 'MELNYK Alina', 'PEREMETA Valeriia', 'SHYRYKINA Kira', 'VYSOCHANSKA Mariia']"	"['1897580', '1897581', '1897582', '1897585', '1897578']"
GRYW5AA-----UZB01	"['ATALYANTS Evelina', 'IBRAGIMOVA Shakhzoda', 'ISKHOKZODA Mumtozabonu', 'MAMEDOVA Amaliya', 'SADYKOVA Irodakhon']"	"['1880553', '1880551', '1880558', '1880548', '1880549']"
HBLMTEAM7---ARG01	"['FERNANDEZ Federico', 'PIZARRO Federico', 'BONO Nicolas', 'SIMONET Diego', 'PIZARRO Ignacio', 'SIMONET Pablo', 'MOSCARIELLO Lucas', 'MOYANO Andres', 'FISCHER Guillermo', 'MARTINEZ CAMI Pedro', 'MOURINO Gaston', 'PARKER James', 'MACIEL Leonel', 'BONANNO Nicolas', 'BAR Juan']"	"['1540120', '1540181', '1540516', '1540499', '1540497', '1540498', '1540177', '1540178', '1540143', '1540175', '1540179', '1540180', '1540144', '1540112', '1540108']"
HBLMTEAM7---CRO01	"['KUZMANOVIC Dominik', 'MIHIC Lovro', 'DUVNJAK Domagoj', 'SOSTARIC Mario', 'KLARICA Luka Lovre', 'SRNA Zvonimir', 'MANDIC Matej', 'SARAC Josip', 'CINDRIC Luka', 'GRAHOVAC Nikola', 'LUCIN Tin', 'MARTINOVIC Ivan', 'SIPIC Marin', 'NACINOVIC Veron']"	"['1903327', '1903339', '1903019', '1903358', '1903322', '1903359', '1903333', '1903352', '1903017', '1903024', '1903328', '1903337', '1903354', '1903343']"
HBLMTEAM7---DEN01	"['JACOBSEN Niklas Landin', 'KIRKELOEKKE Niclas', 'JACOBSEN Magnus Landin', 'JAKOBSEN Emil', 'LAUGE Rasmus', 'NIELSEN Emil', 'SAUGSTRUP Magnus', 'LINDBERG Hans', 'GIDSEL Mathias', 'MOELLGAARD Henrik', 'HANSEN Mikkel', 'JOERGENSEN Lukas', 'ANDERSSON Lasse', 'HALD Simon', 'ARNOLDSEN Thomas', 'PYTLICK Simon']"	"['1895223', '1895248', '1895241', '1895238', '1895239', '1895202', '1895227', '1895228', '1895237', '1895172', '1895235', '1895161', '1895178', '1895234', '1895236', '1895180']"
HBLMTEAM7---EGY01	"['OMAR Yahia', 'ABDOU Abdelrahman', 'HESHAM Ahmed', 'TAREK Mohamed', 'ELMASRY Ibrahim', 'ELWAKIL Omar', 'ELDERAA Yehia', 'ELDERAA Seif', 'ABDELHAK Mohab', 'YOUSRI Akram', 'ADEL Ahmed', 'HENDAWY Karim', 'ZEIN Ali', 'SANAD Mohammad', 'ALY Mohamed']"	"['1928146', '1927920', '1928083', '1932221', '1931818', '1928041', '1928155', '1928063', '1931916', '1931500', '1928036', '1931829', '1927917', '1932182', '1932109']"
HBLMTEAM7---ESP01	"['PEREZ de VARGAS Gonzalo', 'MAQUEDA Jorge', 'DUJSHEBAEV Alex', 'CORRALES Rodrigo', 'FIGUERAS Adrian', 'GARCIANDIA Imanol', 'SERDIO Abel', 'CASADO Agustin', 'GOMEZ Aleix', 'TARRAFETA Ian', 'SANCHEZ-MIGALLON Miguel', 'DUJSHEBAEV Daniel', 'ODRIOZOLA Kauldi', 'FERNANDEZ Daniel', 'RODRIGUEZ Javier']"	"['1948272', '1948260', '1948239', '1948238', '1948246', '1948251', '1948281', '1948233', '1948252', '1948288', '1948280', '1948240', '1948268', '1948244', '1948278']"
HBLMTEAM7---FRA01	"['LENNE Yanis', 'MINNE Aymeric', 'REMILI Nedim', 'PRANDI Elohim', 'RICHARDSON Melvyn', 'MEM Dika', 'TOURNAT Nicolas', 'GERARD Vincent', 'KARABATIC Nikola', 'KARABATIC Luka', 'FABREGAS Ludovic', 'DESCAT Hugo', 'PORTE Valentin', 'NAHI Dylan', 'KONAN Karl', 'DESBONNET Remi']"	"['1893184', '1893188', '1893194', '1893193', '1893195', '1893187', '1893197', '1893177', '1893180', '1893179', '1893176', '1893175', '1893192', '1893190', '1893181', '1893174']"
HBLMTEAM7---GER01	"['SPAETH David', 'GOLLA Johannes', 'WITZKE Luca', 'HEYMANN Sebastian', 'FISCHER Justus', 'KNORR Juri', 'KOESTER Julian', 'USCINS Renars', 'HAEFNER Kai', 'HORNKE Tim', 'WOLFF Andreas', 'DAHMKE Rune', 'MERTENS Lukas', 'STEINERT Christoph', 'GRGIC Marko', 'KOHLBACHER Jannik']"	"['1899256', '1899239', '1899226', '1899206', '1899237', '1899214', '1899227', '1899231', '1899185', '1899247', '1899193', '1899181', '1899252', '1899246', '3546884', '1899187']"
HBLMTEAM7---HUN01	"['SIPOS Adrian', 'BOKA Bendeguz', 'LIGETVARI Patrik', 'MIKLER Roland', 'FAZEKAS Gergo', 'RODRIGUEZ Pedro', 'BANHIDI Bence', 'SZITA Zoltan', 'PALASICS Kristof', 'ANCSIN Gabor', 'BODO Richard', 'ILIC Zoran', 'ROSTA Miklos', 'BARTUCZ Laszlo', 'LEKAI Mate', 'HANUSZ Egon', 'IMRE Bence']"	"['1932223', '1932430', '1932194', '1932154', '1929219', '1932150', '1929214', '1932449', '1929226', '1932470', '1932161', '1932186', '1932236', '1932219', '1929207', '1932456', '1932168']"
HBLMTEAM7---JPN01	"['NAKAMURA Takumi', 'YASUHIRA Kosuke', 'SAKURAI Tomoya', 'SUGIOKA Naoki', 'YOSHIDA Shuichi', 'BAIG Adam Yuki', 'TOKUDA Shinnosuke', 'WATANABE Jin', 'OKAMOTO Daisuke', 'MOTOKI Hiroki', 'TAMAKAWA Hiroyasu', 'YOSHINO Tatsuki', 'FUJISAKA Naoki', 'TAKANO Sota']"	"['1896587', '1896578', '1896585', '1896590', '1896591', '1896593', '1896597', '1896601', '1896580', '1896603', '1896588', '1896600', '1896577', '1896592']"
HBLMTEAM7---NOR01	"['AGA Vetle Eck', 'SAGOSEN Sander', 'BARTHOLD Sebastian Hein', 'OEVERBY Petter', 'SAEVERAAS Kristian Skinstad', 'BJOERNSEN Kristian', 'GULLERUD Magnus', 'GROENDAHL Tobias Schjoelberg', 'OSULLIVAN Christian', 'REINKIND Harald', 'BERGERUD Torbjoern Sittrup', 'SETTERBLOM Gabriel Ask', 'LYSE Simen Ulstad', 'BLONZ Alexandre Christoffersen']"	"['1878464', '1878461', '1878437', '1878443', '1878454', '1878430', '1878456', '1878453', '1922139', '1878450', '1878442', '1878481', '1878439', '1878465']"
HBLMTEAM7---SLO01	"['BLAGOTINSEK Blaz', 'HENIGMAN Nik', 'JANC Blaz', 'DOLENEC Jure', 'CEHTE Nejc', 'JOVICIC Stas', 'KODRIN Tilen', 'GABER Matej', 'ZARABEC Miha', 'FERLIN Klemen', 'HORZEN Kristjan', 'BOMBAC Dean', 'MACKOVSEK Borut', 'NOVAK Domen', 'VLAH Aleks', 'LESJAK Urban', 'KASTELIC Urh']"	"['1980851', '1981470', '1980852', '1981143', '1981466', '1981513', '1981530', '1981196', '1981214', '1981157', '1981161', '1980864', '1980857', '1980873', '1980815', '1981553', '1981556']"
HBLMTEAM7---SWE01	"['CARLSBOGAARD Jonathan', 'DARJ Max', 'MOELLER Felix', 'PETTERSSON Daniel', 'PALICKA Andreas', 'KARLSSON Sebastian', 'WANNE Hampus', 'THULIN Tobias', 'CLAAR Felix', 'PELLAS Lucas', 'LAGERGREN Albin', 'GOTTFRIDSSON Jim', 'EDVARDSSON Jonathan', 'BERGENDAHL Oscar', 'SANDELL Lukas', 'WALLINIUS Karl']"	"['1562358', '1562388', '1562375', '1562387', '1562366', '1562356', '1562355', '1562360', '1562359', '1562363', '1562380', '1562346', '1562390', '1562364', '1562365', '1562354']"
